comparator_isoform_id	gene_id	reference_isoform_id	comparison	distance	category	last_ejc_tx_pos	own_stop_tx_pos
ENSG00000225921.8.novel28	ENSG00000225921.8	ENST00000451315.7	Control	-123	truncated_no_ejc	3047	3170
ENSG00000225921.8.novel29	ENSG00000225921.8	ENST00000451315.7	NMD	456	effectively_ptc	1649	1193
ENSG00000225950.10.novel2	ENSG00000225950.10	ENST00000594938.2	NMD	-643	no_downstream_ejc	442	1085
ENSG00000225950.10.novel4	ENSG00000225950.10	ENST00000594938.2	Control	-643	no_downstream_ejc	186	829
ENSG00000228696.13.novel1	ENSG00000228696.13	ENST00000450673.4	Control	-84	truncated_no_ejc	398	482
ENSG00000228696.13.novel2	ENSG00000228696.13	ENST00000450673.4	NMD	95	effectively_ptc	931	836
ENSG00000235173.7.novel1	ENSG00000235173.7	ENST00000347708.5	NMD	323	effectively_ptc	1337	1014
ENSG00000235173.7.novel17	ENSG00000235173.7	ENST00000347708.5	Control	881	effectively_ptc	1573	692
ENSG00000237651.8.novel2	ENSG00000237651.8	ENST00000426997.5	NMD	-172	no_downstream_ejc	621	793
ENSG00000240344.11.novel1	ENSG00000240344.11	ENST00000392283.9	NMD	257	effectively_ptc	913	656
ENSG00000242028.9.novel2	ENSG00000242028.9	ENST00000442995.4	NMD	-94	no_downstream_ejc	3043	3137
ENSG00000242028.9.novel3	ENSG00000242028.9	ENST00000442995.4	Control	-68	truncated_no_ejc	3011	3079
ENSG00000242247.12.novel12	ENSG00000242247.12	ENST00000263245.10	NMD	1015	effectively_ptc	1718	703
ENSG00000242247.12.novel22	ENSG00000242247.12	ENST00000263245.10	Control	-93	truncated_no_ejc	851	944
ENSG00000243789.12.novel1	ENSG00000243789.12	ENST00000397299.9	NMD	694	effectively_ptc	1043	349
ENSG00000243789.12.novel2	ENSG00000243789.12	ENST00000397299.9	Control	620	effectively_ptc	788	168
ENSG00000244607.8.novel11	ENSG00000244607.8	ENST00000492806.5	Control	-226	no_downstream_ejc	821	1047
ENSG00000244607.8.novel6	ENSG00000244607.8	ENST00000492806.5	NMD	-226	no_downstream_ejc	979	1205
ENSG00000259024.7.novel1	ENSG00000259024.7	ENST00000522212.6	Control	47	no_downstream_ejc	843	796
ENSG00000259024.7.novel6	ENSG00000259024.7	ENST00000522212.6	NMD	412	effectively_ptc	686	274
ENSG00000265681.9.novel3	ENSG00000265681.9	ENST00000578532.5	NMD	-46	no_downstream_ejc	857	903
ENSG00000266173.8.novel5	ENSG00000266173.8	ENST00000638708.1	NMD	1103	effectively_ptc	1379	276
ENSG00000267796.9.novel1	ENSG00000267796.9	ENST00000301159.14	NMD	263	effectively_ptc	753	490
ENSG00000268104.4.novel1	ENSG00000268104.4	ENST00000598581.3	Control	-145	truncated_no_ejc	1943	2088
ENSG00000268104.4.novel2	ENSG00000268104.4	ENST00000598581.3	NMD	586	effectively_ptc	1857	1271
ENSG00000269335.8.novel63	ENSG00000269335.8	ENST00000594239.6	NMD	-3	truncated_no_ejc	1566	1569
ENSG00000273559.6.novel3	ENSG00000273559.6	ENST00000614790.5	NMD	612	effectively_ptc	1455	843
ENSG00000278259.6.novel5	ENSG00000278259.6	ENST00000621344.4	NMD	188	effectively_ptc	1731	1543
ENSG00000280071.5.novel1	ENSG00000280071.5	ENST00000620528.5	Control	-127	truncated_no_ejc	705	832
ENSG00000280071.5.novel4	ENSG00000280071.5	ENST00000620528.5	NMD	453	effectively_ptc	786	333
ENSG00000290854.2.novel4	ENSG00000290854.2	ENST00000647043.1	NMD	221	effectively_ptc	2132	1911
ENSG00000292358.3.novel1	ENSG00000292358.3	ENST00000972676.1	Control	547	effectively_ptc	2202	1655
ENSG00000292358.3.novel5	ENSG00000292358.3	ENST00000972676.1	NMD	498	effectively_ptc	1616	1118
ENSG00000293241.2.novel1	ENSG00000293241.2	ENST00000544802.6	Control	-57	no_downstream_ejc	2619	2676
ENSG00000293241.2.novel2	ENSG00000293241.2	ENST00000544802.6	NMD	1373	effectively_ptc	2861	1488
ENST00000006658.11	ENSG00000006282.23	ENST00000503127.5	Control	-169	no_downstream_ejc	2273	2442
ENST00000175506.8	ENSG00000070669.18	ENST00000394308.8	Control	-208	no_downstream_ejc	2005	2213
ENST00000202831.7	ENSG00000089060.13	ENST00000680972.1	Control	-196	no_downstream_ejc	1767	1963
ENST00000206474.11	ENSG00000092036.20	ENST00000541587.6	Control	-182	no_downstream_ejc	1161	1343
ENST00000216288.11	ENSG00000075413.20	ENST00000303622.13	Control	-344	truncated_no_ejc	1966	2310
ENST00000219069.6	ENSG00000006194.12	ENST00000575823.2	Control	-1164	no_downstream_ejc	1214	2378
ENST00000222574.9	ENSG00000105856.15	ENST00000468410.5	Control	1672	effectively_ptc	1725	53
ENST00000223423.8	ENSG00000095303.18	ENST00000362012.7	Control	-354	truncated_no_ejc	1338	1692
ENST00000228843.13	ENSG00000111247.16	ENST00000352618.9	Control	-135	no_downstream_ejc	972	1107
ENST00000233623.11	ENSG00000115282.22	ENST00000888463.1	Control	-295	no_downstream_ejc	1278	1573
ENST00000238018.8	ENSG00000119125.18	ENST00000358399.8	Control	39	no_downstream_ejc	1662	1623
ENST00000240139.10	ENSG00000120910.16	ENST00000289963.12	Control	-186	no_downstream_ejc	1683	1869
ENST00000243639.8	ENSG00000204604.14	ENST00000595646.6	Control	-122	truncated_no_ejc	411	533
ENST00000243896.6	ENSG00000080189.16	ENST00000372230.10	Control	-129	no_downstream_ejc	1450	1579
ENST00000248041.12	ENSG00000171903.18	ENST00000402119.9	Control	-176	no_downstream_ejc	1434	1610
ENST00000249910.5	ENSG00000129071.11	ENST00000429544.7	Control	-76	no_downstream_ejc	1841	1917
ENST00000250056.12	ENSG00000129195.17	ENST00000572447.6	Control	-59	no_downstream_ejc	769	828
ENST00000250379.13	ENSG00000092208.20	ENST00000308317.12	Control	-38	truncated_no_ejc	758	796
ENST00000254742.6	ENSG00000132406.13	ENST00000382753.5	NMD	822	effectively_ptc	1022	200
ENST00000257659.12	ENSG00000105793.17	ENST00000222511.11	Control	-261	truncated_no_ejc	741	1002
ENST00000259050.8	ENSG00000136536.16	ENST00000856570.1	Control	-57	no_downstream_ejc	2178	2235
ENST00000259206.9	ENSG00000136689.20	ENST00000354115.6	Control	-214	no_downstream_ejc	449	663
ENST00000259951.12	ENSG00000204642.15	ENST00000334668.8	Control	-291	no_downstream_ejc	1066	1357
ENST00000260506.12	ENSG00000137942.19	ENST00000370253.6	Control	-177	no_downstream_ejc	1628	1805
ENST00000260563.4	ENSG00000137996.14	ENST00000370128.9	Control	-100	no_downstream_ejc	1165	1265
ENST00000261203.7	ENSG00000111052.9	ENST00000552864.6	NMD	475	effectively_ptc	837	362
ENST00000261388.7	ENSG00000011638.12	ENST00000233047.9	Control	-80	no_downstream_ejc	677	757
ENST00000261658.7	ENSG00000103429.12	ENST00000562442.5	Control	-191	no_downstream_ejc	1301	1492
ENST00000261817.6	ENSG00000110801.15	ENST00000541212.6	Control	-26	truncated_no_ejc	727	753
ENST00000262177.9	ENSG00000105993.16	ENST00000429029.6	Control	-81	no_downstream_ejc	1065	1146
ENST00000263112.11	ENSG00000099998.20	ENST00000327365.10	Control	-145	truncated_no_ejc	1871	2016
ENST00000263205.11	ENSG00000099917.18	ENST00000292733.11	Control	-135	no_downstream_ejc	2299	2434
ENST00000264668.6	ENSG00000124275.16	ENST00000440940.7	Control	-143	no_downstream_ejc	2063	2206
ENST00000265978.8	ENSG00000051009.12	ENST00000449352.7	Control	-360	no_downstream_ejc	2958	3318
ENST00000268673.12	ENSG00000140992.21	ENST00000342085.9	Control	-115	truncated_no_ejc	1283	1398
ENST00000271688.10	ENSG00000143418.21	ENST00000368954.10	Control	-139	no_downstream_ejc	1428	1567
ENST00000274773.12	ENSG00000146054.19	ENST00000334421.5	Control	-510	no_downstream_ejc	1110	1620
ENST00000285908.5	ENSG00000145919.12	ENST00000311086.9	Control	-26	truncated_no_ejc	514	540
ENST00000288723.9	ENSG00000157869.17	ENST00000330852.10	Control	7	truncated_no_ejc	858	851
ENST00000296702.9	ENSG00000113649.15	ENST00000394421.7	Control	-200	no_downstream_ejc	3133	3333
ENST00000296783.7	ENSG00000164329.16	ENST00000453514.6	Control	-73	no_downstream_ejc	1679	1752
ENST00000297574.6	ENSG00000164929.18	ENST00000309982.10	Control	-109	no_downstream_ejc	571	680
ENST00000298068.10	ENSG00000165338.17	ENST00000371681.8	Control	-119	no_downstream_ejc	2305	2424
ENST00000299421.9	ENSG00000166333.15	ENST00000420936.6	Control	-148	no_downstream_ejc	1350	1498
ENST00000301021.7	ENSG00000167515.12	ENST00000696289.1	Control	-47	no_downstream_ejc	439	486
ENST00000302956.8	ENSG00000162066.17	ENST00000293971.11	Control	-87	no_downstream_ejc	1325	1412
ENST00000306385.10	ENSG00000168487.20	ENST00000306349.13	Control	-133	no_downstream_ejc	2860	2993
ENST00000306433.9	ENSG00000168495.14	ENST00000397802.8	Control	-121	no_downstream_ejc	1130	1251
ENST00000309439.9	ENSG00000164162.15	ENST00000507656.6	Control	-229	no_downstream_ejc	422	651
ENST00000311350.8	ENSG00000122557.12	ENST00000396081.5	Control	-160	no_downstream_ejc	1691	1851
ENST00000311489.8	ENSG00000133731.11	ENST00000256108.10	Control	14	truncated_no_ejc	683	669
ENST00000312635.10	ENSG00000135655.17	ENST00000353364.7	Control	-23	truncated_no_ejc	701	724
ENST00000313244.14	ENSG00000125733.19	ENST00000313285.12	Control	-147	no_downstream_ejc	1739	1886
ENST00000316856.7	ENSG00000179262.11	ENST00000586534.6	Control	-112	truncated_no_ejc	1048	1160
ENST00000318787.13	ENSG00000111906.19	ENST00000398153.7	Control	200	effectively_ptc	456	256
ENST00000319073.5	ENSG00000120925.17	ENST00000527424.6	Control	84	effectively_ptc	545	461
ENST00000319481.8	ENSG00000141447.20	ENST00000399443.7	Control	-101	no_downstream_ejc	2922	3023
ENST00000323301.8	ENSG00000148356.16	ENST00000300417.11	Control	-124	no_downstream_ejc	2650	2774
ENST00000324932.12	ENSG00000110713.19	ENST00000397004.9	Control	-216	no_downstream_ejc	5368	5584
ENST00000325223.7	ENSG00000160226.16	ENST00000339818.9	Control	-127	truncated_no_ejc	847	974
ENST00000325324.11	ENSG00000086200.18	ENST00000409534.1	Control	-163	no_downstream_ejc	2936	3099
ENST00000326729.9	ENSG00000168765.20	ENST00000369836.9	Control	-19	truncated_no_ejc	835	854
ENST00000326853.9	ENSG00000198203.11	ENST00000251481.11	Control	-111	no_downstream_ejc	1264	1375
ENST00000327858.11	ENSG00000077942.20	ENST00000262722.11	Control	-138	no_downstream_ejc	2075	2213
ENST00000329281.6	ENSG00000117475.15	ENST00000367808.8	Control	29	no_downstream_ejc	1653	1624
ENST00000330243.9	ENSG00000185507.22	ENST00000525445.6	Control	1419	effectively_ptc	1782	363
ENST00000330622.9	ENSG00000135108.17	ENST00000622495.5	Control	-189	no_downstream_ejc	1696	1885
ENST00000334530.9	ENSG00000168476.13	ENST00000306306.8	Control	52	effectively_ptc	943	891
ENST00000335698.4	ENSG00000165629.21	ENST00000356708.12	Control	-2	truncated_no_ejc	921	923
ENST00000335725.9	ENSG00000042088.15	ENST00000393454.6	Control	-72	no_downstream_ejc	2027	2099
ENST00000335760.9	ENSG00000179750.16	ENST00000333467.4	NMD	226	effectively_ptc	1028	802
ENST00000337665.8	ENSG00000076928.21	ENST00000354532.8	Control	19	no_downstream_ejc	2821	2802
ENST00000337841.4	ENSG00000090054.17	ENST00000262554.7	Control	-3	truncated_no_ejc	440	443
ENST00000339773.9	ENSG00000135622.15	ENST00000357877.7	Control	-609	truncated_no_ejc	1334	1943
ENST00000339775.10	ENSG00000154640.16	ENST00000348354.7	Control	-238	no_downstream_ejc	805	1043
ENST00000340139.10	ENSG00000138785.17	ENST00000451321.6	Control	-583	no_downstream_ejc	1027	1610
ENST00000340308.7	ENSG00000157800.19	ENST00000326232.14	Control	-240	truncated_no_ejc	1202	1442
ENST00000340660.10	ENSG00000066427.26	ENST00000644486.2	Control	-93	truncated_no_ejc	884	977
ENST00000341116.7	ENSG00000128309.19	ENST00000429360.6	Control	776	effectively_ptc	900	124
ENST00000341505.4	ENSG00000142273.14	ENST00000647358.2	Control	9	truncated_no_ejc	1357	1348
ENST00000345724.7	ENSG00000172175.17	ENST00000649217.2	Control	-436	truncated_no_ejc	2116	2552
ENST00000345739.10	ENSG00000115966.19	ENST00000264110.7	Control	1064	effectively_ptc	1493	429
ENST00000346192.7	ENSG00000073792.17	ENST00000382199.7	Control	-91	truncated_no_ejc	1642	1733
ENST00000347691.9	ENSG00000182400.16	ENST00000330149.10	Control	-30	truncated_no_ejc	659	689
ENST00000348257.9	ENSG00000101150.19	ENST00000346249.9	Control	-94	truncated_no_ejc	541	635
ENST00000348520.10	ENSG00000126214.23	ENST00000389744.8	Control	3	no_downstream_ejc	2042	2039
ENST00000350027.8	ENSG00000143498.19	ENST00000352967.9	NMD	39	no_downstream_ejc	1599	1560
ENST00000351429.7	ENSG00000156239.13	ENST00000303775.10	Control	-105	truncated_no_ejc	480	585
ENST00000352297.11	ENSG00000087053.20	ENST00000346299.10	Control	1759	effectively_ptc	1987	228
ENST00000353788.8	ENSG00000104497.16	ENST00000345957.9	Control	-95	truncated_no_ejc	1019	1114
ENST00000353866.7	ENSG00000072571.21	ENST00000393915.9	Control	-51	truncated_no_ejc	2404	2455
ENST00000354379.8	ENSG00000093167.19	ENST00000421276.6	Control	-109	truncated_no_ejc	1515	1624
ENST00000354631.7	ENSG00000107614.23	ENST00000377799.8	NMD	1097	effectively_ptc	1343	246
ENST00000354667.8	ENSG00000122566.24	ENST00000715986.1	Control	23	no_downstream_ejc	1252	1229
ENST00000355264.9	ENSG00000185009.14	ENST00000372745.1	Control	-99	no_downstream_ejc	1233	1332
ENST00000355557.7	ENSG00000196387.11	ENST00000536790.5	Control	-1140	no_downstream_ejc	430	1570
ENST00000355957.9	ENSG00000124222.24	ENST00000371132.8	Control	-103	no_downstream_ejc	1557	1660
ENST00000356306.9	ENSG00000148832.17	ENST00000278060.10	NMD	163	effectively_ptc	1169	1006
ENST00000356362.6	ENSG00000091127.15	ENST00000469408.6	Control	-135	no_downstream_ejc	2064	2199
ENST00000356836.10	ENSG00000117411.19	ENST00000372324.6	NMD	-149	no_downstream_ejc	1758	1907
ENST00000357339.7	ENSG00000026103.25	ENST00000652046.1	Control	-330	truncated_no_ejc	931	1261
ENST00000357390.8	ENSG00000171109.20	ENST00000471841.6	NMD	909	effectively_ptc	2103	1194
ENST00000357430.8	ENSG00000123983.16	ENST00000392066.7	Control	-156	no_downstream_ejc	2434	2590
ENST00000358039.9	ENSG00000007341.20	ENST00000473206.5	Control	-97	no_downstream_ejc	1657	1754
ENST00000358377.7	ENSG00000119599.19	ENST00000892932.1	Control	-192	truncated_no_ejc	1382	1574
ENST00000358769.7	ENSG00000108187.17	ENST00000309049.8	Control	-111	no_downstream_ejc	958	1069
ENST00000359366.10	ENSG00000066427.26	ENST00000644486.2	NMD	667	effectively_ptc	943	276
ENST00000359479.7	ENSG00000169359.17	ENST00000643144.2	Control	30	no_downstream_ejc	2110	2080
ENST00000359949.11	ENSG00000135124.17	ENST00000337233.9	Control	-25	no_downstream_ejc	1288	1313
ENST00000359980.5	ENSG00000155256.19	ENST00000891775.1	Control	-63	no_downstream_ejc	1337	1400
ENST00000360003.7	ENSG00000197771.14	ENST00000369077.4	Control	-125	no_downstream_ejc	1972	2097
ENST00000360171.11	ENSG00000196873.17	ENST00000478048.5	Control	-105	no_downstream_ejc	1130	1235
ENST00000361042.8	ENSG00000132970.15	ENST00000335327.6	Control	-156	truncated_no_ejc	1567	1723
ENST00000361802.7	ENSG00000160179.21	ENST00000398449.8	Control	-227	no_downstream_ejc	1953	2180
ENST00000361875.8	ENSG00000196428.14	ENST00000466814.1	Control	-259	no_downstream_ejc	3135	3394
ENST00000361909.8	ENSG00000140931.21	ENST00000567572.6	Control	-27	no_downstream_ejc	875	902
ENST00000366554.3	ENSG00000054277.14	ENST00000490673.5	Control	-262	no_downstream_ejc	1060	1322
ENST00000366872.10	ENSG00000203697.13	ENST00000366873.6	Control	-22	no_downstream_ejc	2143	2165
ENST00000367201.7	ENSG00000143845.15	ENST00000367202.9	Control	11	no_downstream_ejc	1236	1225
ENST00000368092.7	ENSG00000162723.10	ENST00000368093.4	Control	-204	truncated_no_ejc	474	678
ENST00000368552.8	ENSG00000148803.14	ENST00000278025.9	Control	-5	truncated_no_ejc	416	421
ENST00000368564.7	ENSG00000196911.13	ENST00000356348.6	Control	-186	no_downstream_ejc	1556	1742
ENST00000368849.8	ENSG00000143367.18	ENST00000368848.6	Control	-62	no_downstream_ejc	1167	1229
ENST00000369093.6	ENSG00000151923.19	ENST00000436547.7	Control	-125	no_downstream_ejc	1082	1207
ENST00000369487.3	ENSG00000116815.17	ENST00000369489.10	Control	-93	truncated_no_ejc	695	788
ENST00000369627.6	ENSG00000135317.15	ENST00000314673.8	Control	-37	truncated_no_ejc	2907	2944
ENST00000369965.8	ENSG00000085433.18	ENST00000369962.8	Control	-141	no_downstream_ejc	2881	3022
ENST00000369969.7	ENSG00000121940.18	ENST00000356970.6	Control	47	no_downstream_ejc	1997	1950
ENST00000370779.8	ENSG00000101928.14	ENST00000370783.8	Control	-30	truncated_no_ejc	595	625
ENST00000371033.9	ENSG00000101166.17	ENST00000355937.9	Control	-118	truncated_no_ejc	450	568
ENST00000371242.6	ENSG00000101146.14	ENST00000395841.7	Control	-85	no_downstream_ejc	1163	1248
ENST00000371243.2	ENSG00000153292.17	ENST00000371253.7	Control	-44	truncated_no_ejc	758	802
ENST00000371466.4	ENSG00000162385.12	ENST00000371470.8	Control	-98	truncated_no_ejc	281	379
ENST00000371582.8	ENSG00000000419.15	ENST00000371588.10	Control	-103	no_downstream_ejc	791	894
ENST00000371897.8	ENSG00000160326.15	ENST00000371899.9	Control	-154	truncated_no_ejc	1219	1373
ENST00000372674.5	ENSG00000133134.13	ENST00000372677.8	Control	-390	no_downstream_ejc	188	578
ENST00000373146.6	ENSG00000160408.17	ENST00000373144.7	Control	-188	no_downstream_ejc	942	1130
ENST00000373150.8	ENSG00000116871.17	ENST00000474796.2	Control	-9	truncated_no_ejc	2636	2645
ENST00000373243.7	ENSG00000020129.17	ENST00000356090.8	Control	-435	no_downstream_ejc	2145	2580
ENST00000373896.8	ENSG00000119403.16	ENST00000312189.10	Control	-341	no_downstream_ejc	1513	1854
ENST00000374948.6	ENSG00000089685.16	ENST00000350051.8	Control	-191	truncated_no_ejc	274	465
ENST00000375200.6	ENSG00000131061.16	ENST00000342427.6	Control	-528	no_downstream_ejc	2061	2589
ENST00000375257.2	ENSG00000130958.14	ENST00000253270.13	Control	-71	truncated_no_ejc	463	534
ENST00000375479.6	ENSG00000126226.23	ENST00000337344.9	Control	26	no_downstream_ejc	1305	1279
ENST00000375840.9	ENSG00000266173.8	ENST00000638708.1	Control	1014	effectively_ptc	1292	278
ENST00000376368.7	ENSG00000196998.20	ENST00000376372.9	Control	-108	no_downstream_ejc	1172	1280
ENST00000377600.7	ENSG00000112763.18	ENST00000312541.10	NMD	629	effectively_ptc	1334	705
ENST00000377604.8	ENSG00000182872.17	ENST00000864485.1	Control	-124	no_downstream_ejc	3057	3181
ENST00000379158.7	ENSG00000164978.20	ENST00000892446.1	NMD	-315	no_downstream_ejc	422	737
ENST00000379325.7	ENSG00000131591.19	ENST00000421241.7	NMD	106	effectively_ptc	845	739
ENST00000379594.7	ENSG00000145782.14	ENST00000509910.2	NMD	253	effectively_ptc	764	511
ENST00000380327.9	ENSG00000135451.14	ENST00000257909.8	Control	-96	truncated_no_ejc	437	533
ENST00000380729.8	ENSG00000183474.17	ENST00000877333.1	Control	-118	no_downstream_ejc	1412	1530
ENST00000381208.9	ENSG00000129197.16	ENST00000381209.8	Control	-28	truncated_no_ejc	1059	1087
ENST00000381373.3	ENSG00000147854.19	ENST00000276893.10	Control	-25	truncated_no_ejc	457	482
ENST00000392008.6	ENSG00000198612.12	ENST00000354371.7	Control	530	effectively_ptc	698	168
ENST00000392523.9	ENSG00000185347.20	ENST00000392522.8	Control	-328	no_downstream_ejc	1288	1616
ENST00000392623.5	ENSG00000189171.17	ENST00000476133.6	NMD	-142	no_downstream_ejc	344	486
ENST00000393132.2	ENSG00000172331.13	ENST00000344924.8	NMD	-177	no_downstream_ejc	1090	1267
ENST00000393400.6	ENSG00000163870.17	ENST00000355552.8	NMD	75	effectively_ptc	1135	1060
ENST00000394073.6	ENSG00000124356.18	ENST00000339566.7	Control	-55	no_downstream_ejc	1420	1475
ENST00000394514.6	ENSG00000013561.19	ENST00000394520.7	NMD	977	effectively_ptc	1452	475
ENST00000394631.7	ENSG00000109534.18	ENST00000226796.7	Control	-12	no_downstream_ejc	688	700
ENST00000394689.2	ENSG00000166164.17	ENST00000710357.1	Control	-54	no_downstream_ejc	1908	1962
ENST00000395226.6	ENSG00000138678.12	ENST00000264409.5	Control	-98	no_downstream_ejc	1423	1521
ENST00000395425.6	ENSG00000126787.14	ENST00000247191.7	Control	-18	truncated_no_ejc	2592	2610
ENST00000395602.8	ENSG00000166484.21	ENST00000395604.8	Control	-152	no_downstream_ejc	2592	2744
ENST00000395744.7	ENSG00000100239.17	ENST00000612753.5	Control	-47	truncated_no_ejc	3117	3164
ENST00000395859.2	ENSG00000100483.15	ENST00000395860.7	Control	-13	truncated_no_ejc	618	631
ENST00000396058.1	ENSG00000186448.16	ENST00000344387.9	Control	-2319	no_downstream_ejc	936	3255
ENST00000396196.6	ENSG00000151116.18	ENST00000396197.8	NMD	888	effectively_ptc	1147	259
ENST00000396401.7	ENSG00000187735.17	ENST00000521604.7	Control	-7	truncated_no_ejc	1157	1164
ENST00000396525.7	ENSG00000110321.19	ENST00000339995.11	Control	-64	truncated_no_ejc	2634	2698
ENST00000396596.2	ENSG00000104205.17	ENST00000521198.7	Control	-169	no_downstream_ejc	1580	1749
ENST00000396649.7	ENSG00000151092.19	ENST00000280700.10	Control	-64	truncated_no_ejc	1659	1723
ENST00000397206.6	ENSG00000163072.17	ENST00000317647.12	Control	1255	effectively_ptc	1309	54
ENST00000397638.7	ENSG00000160310.21	ENST00000397628.5	Control	-31	no_downstream_ejc	1474	1505
ENST00000397760.8	ENSG00000120913.25	ENST00000614502.4	Control	-176	no_downstream_ejc	1281	1457
ENST00000398187.6	ENSG00000077458.13	ENST00000358780.10	NMD	288	effectively_ptc	1125	837
ENST00000399079.7	ENSG00000179344.18	ENST00000434651.7	Control	-12	truncated_no_ejc	718	730
ENST00000399351.7	ENSG00000177054.15	ENST00000446113.7	Control	1544	effectively_ptc	1689	145
ENST00000399777.2	ENSG00000099968.20	ENST00000317582.10	NMD	100	effectively_ptc	883	783
ENST00000402182.7	ENSG00000179750.16	ENST00000333467.4	Control	-453	no_downstream_ejc	1073	1526
ENST00000403461.5	ENSG00000079385.24	ENST00000403444.7	Control	15	truncated_no_ejc	1126	1111
ENST00000403470.1	ENSG00000019102.13	ENST00000326621.10	Control	-147	truncated_no_ejc	762	909
ENST00000404724.7	ENSG00000093009.12	ENST00000263201.7	Control	3	truncated_no_ejc	1595	1592
ENST00000406555.7	ENSG00000172889.17	ENST00000371698.3	NMD	-21	no_downstream_ejc	1114	1135
ENST00000406618.3	ENSG00000118960.14	ENST00000304031.8	Control	-400	truncated_no_ejc	219	619
ENST00000409160.7	ENSG00000144485.12	ENST00000272937.10	Control	-475	truncated_no_ejc	301	776
ENST00000409182.1	ENSG00000144485.12	ENST00000272937.10	NMD	-423	truncated_no_ejc	216	639
ENST00000409470.5	ENSG00000168883.21	ENST00000323701.11	Control	47	no_downstream_ejc	1770	1723
ENST00000409512.5	ENSG00000115919.16	ENST00000264170.9	NMD	-124	no_downstream_ejc	1450	1574
ENST00000409584.5	ENSG00000115602.18	ENST00000311734.6	Control	-161	truncated_no_ejc	1011	1172
ENST00000410049.1	ENSG00000135974.12	ENST00000258457.7	Control	-55	truncated_no_ejc	572	627
ENST00000411850.5	ENSG00000100284.23	ENST00000449058.7	Control	-153	no_downstream_ejc	1452	1605
ENST00000412033.7	ENSG00000092208.20	ENST00000308317.12	NMD	590	effectively_ptc	723	133
ENST00000413266.6	ENSG00000022840.17	ENST00000325954.9	Control	-75	no_downstream_ejc	2374	2449
ENST00000415095.5	ENSG00000186522.16	ENST00000397712.7	Control	-190	truncated_no_ejc	1169	1359
ENST00000415229.6	ENSG00000162174.13	ENST00000301776.9	Control	-204	no_downstream_ejc	936	1140
ENST00000415783.6	ENSG00000116001.18	ENST00000433529.7	Control	-125	truncated_no_ejc	1231	1356
ENST00000417220.6	ENSG00000041880.16	ENST00000471971.6	NMD	-168	no_downstream_ejc	1920	2088
ENST00000417413.7	ENSG00000127328.23	ENST00000247833.12	NMD	145	effectively_ptc	1253	1108
ENST00000417689.6	ENSG00000172831.15	ENST00000317091.10	Control	-185	truncated_no_ejc	2637	2822
ENST00000418431.5	ENSG00000172113.11	ENST00000442597.6	NMD	225	effectively_ptc	514	289
ENST00000420510.5	ENSG00000144118.15	ENST00000272519.10	Control	-118	no_downstream_ejc	727	845
ENST00000420827.2	ENSG00000033178.14	ENST00000322244.10	Control	-131	truncated_no_ejc	1071	1202
ENST00000420864.5	ENSG00000128654.15	ENST00000249442.11	Control	712	effectively_ptc	1059	347
ENST00000422257.7	ENSG00000139626.17	ENST00000267082.10	Control	-79	no_downstream_ejc	2477	2556
ENST00000423725.5	ENSG00000023228.16	ENST00000233190.11	Control	1933	effectively_ptc	2173	240
ENST00000423894.5	ENSG00000187118.15	ENST00000466830.6	Control	-119	truncated_no_ejc	286	405
ENST00000423945.6	ENSG00000291152.2	ENST00000685034.2	Control	-151	truncated_no_ejc	556	707
ENST00000424495.2	ENSG00000112561.20	ENST00000373033.6	NMD	-478	no_downstream_ejc	2504	2982
ENST00000426705.6	ENSG00000143416.22	ENST00000368868.10	Control	1410	effectively_ptc	1527	117
ENST00000426808.5	ENSG00000156976.18	ENST00000323963.10	NMD	650	effectively_ptc	978	328
ENST00000427190.6	ENSG00000198814.15	ENST00000378945.7	Control	-9	no_downstream_ejc	1784	1793
ENST00000427993.7	ENSG00000117620.16	ENST00000533028.8	Control	-89	no_downstream_ejc	1188	1277
ENST00000428707.2	ENSG00000093010.16	ENST00000361682.11	Control	-262	no_downstream_ejc	733	995
ENST00000428760.5	ENSG00000115966.19	ENST00000264110.7	NMD	179	effectively_ptc	1627	1448
ENST00000429751.6	ENSG00000085721.14	ENST00000198767.11	Control	-160	truncated_no_ejc	1720	1880
ENST00000429941.6	ENSG00000072958.10	ENST00000291439.8	Control	-21	truncated_no_ejc	1206	1227
ENST00000432425.5	ENSG00000013441.18	ENST00000321356.9	NMD	811	effectively_ptc	1313	502
ENST00000432569.2	ENSG00000145191.16	ENST00000648915.2	Control	-127	truncated_no_ejc	216	343
ENST00000432887.5	ENSG00000176148.17	ENST00000334274.9	Control	-201	no_downstream_ejc	1543	1744
ENST00000433753.4	ENSG00000012171.21	ENST00000616701.5	Control	-403	truncated_no_ejc	1914	2317
ENST00000434065.5	ENSG00000163701.20	ENST00000383814.8	Control	872	effectively_ptc	1396	524
ENST00000434391.6	ENSG00000117682.19	ENST00000236342.12	NMD	568	effectively_ptc	938	370
ENST00000434858.5	ENSG00000115750.18	ENST00000263663.10	NMD	828	effectively_ptc	1428	600
ENST00000436062.5	ENSG00000135241.18	ENST00000257694.13	Control	-273	no_downstream_ejc	2447	2720
ENST00000438419.6	ENSG00000113597.19	ENST00000399438.8	Control	-106	no_downstream_ejc	1176	1282
ENST00000439052.6	ENSG00000140299.15	ENST00000607373.6	Control	-50	no_downstream_ejc	1182	1232
